"Original ATT,GT","Original ATT, ATT","On Fake ATT, GT","On Fake ATT,ATT","On Fake ATT, Def",ACC,ACC_ALL,DL2R,DL2G,DL2B,DLIR,DLIG,DLIB,AL2R,AL2G,AL2B,ALIR,ALIG,ALIB
0,0,0,0,
